customer_id,week_start,logins,reports_run,features_used,support_tickets
C032,2023-11-06,16,7,2,0
C032,2023-04-24,20,5,7,1
C032,2024-06-10,13,6,3,1
C032,2023-10-02,27,6,2,0
C032,2024-01-15,23,6,8,0
C032,2023-06-12,24,7,8,1
C032,2023-03-20,18,4,8,1
C032,2023-08-28,19,7,3,0
C032,2023-10-09,24,3,5,0
C032,2023-09-25,21,2,8,0
C032,2024-05-27,19,4,9,0
C032,2023-07-31,18,2,5,0
C032,2023-05-29,15,4,8,0
C032,2024-09-30,12,2,2,1
C032,2023-12-04,13,3,5,0
C032,2024-12-23,17,6,2,1
C032,2024-03-04,23,9,7,2
C032,2023-07-24,26,2,6,0
C032,2023-05-22,21,7,4,2
C032,2023-02-20,17,3,3,0
C032,2023-02-27,17,6,5,0
C032,2024-08-12,19,6,9,0
C032,2023-08-21,26,6,8,0
C032,2023-07-03,17,5,8,1
C032,2023-08-07,25,5,4,1
C033,2024-04-01,20,2,3,1
C033,2024-06-03,19,10,9,0
C033,2024-09-30,22,3,8,1
C033,2023-09-04,19,5,7,0
C033,2024-12-09,14,8,2,0
C033,2023-08-28,16,3,4,0
C033,2024-10-14,18,5,4,0
C033,2024-04-29,22,2,7,0
C033,2024-08-05,17,3,5,0
C033,2024-08-12,29,5,3,0
C033,2023-05-15,22,7,4,0
C033,2023-01-16,20,4,8,1
C033,2023-09-25,28,3,1,0
C033,2024-11-04,29,6,8,1
C033,2024-10-07,16,6,3,0
C033,2023-04-24,29,1,1,0
C033,2023-12-04,15,8,5,2
C033,2023-06-19,15,6,5,0
C033,2024-08-19,13,3,1,1
C033,2024-04-15,30,6,7,0
C033,2024-06-10,29,6,4,0
C033,2024-07-29,20,0,8,0
C033,2023-07-10,13,6,1,0
C033,2023-10-16,20,4,6,0
C033,2023-01-02,17,3,6,2
C033,2024-01-15,13,4,3,0
C033,2023-02-20,25,6,6,0
C033,2023-06-05,18,4,4,0
C033,2023-07-24,14,6,3,0
C033,2023-02-13,21,5,6,0
C033,2023-05-22,13,5,1,0
C033,2024-06-17,24,7,2,0
C033,2023-06-12,20,1,4,1
C033,2023-07-17,17,9,1,0
C033,2023-05-01,19,9,8,0
C033,2024-02-12,25,4,8,0
C033,2023-10-30,19,6,4,0
C033,2024-05-20,16,4,2,1
C033,2024-03-11,20,5,3,1
C033,2023-10-02,17,9,1,0
C033,2024-06-24,25,9,2,0
C033,2024-03-18,20,5,3,1
C033,2023-06-26,20,9,4,1
C033,2024-12-16,20,7,2,1
C033,2024-01-01,25,4,1,0
C033,2024-12-02,17,7,5,0
C033,2024-01-22,19,5,2,1
C033,2024-12-30,18,6,3,0
C033,2024-09-02,20,0,5,0
C033,2024-10-21,16,6,4,1
C033,2024-11-18,22,8,7,0
C033,2024-04-08,15,4,1,1
C033,2023-10-23,29,7,7,0
C033,2023-04-17,27,7,4,1
C033,2024-03-04,28,6,2,2
C033,2024-03-25,19,6,5,1
C033,2023-04-10,20,6,3,1
C033,2024-04-22,27,8,7,1
C033,2023-11-06,19,3,3,0
C033,2023-07-03,26,3,3,1
C033,2023-08-14,18,8,6,0
C033,2023-07-31,15,7,5,0
C033,2024-07-22,21,4,6,1
C033,2023-02-27,18,4,6,0
C033,2023-05-08,23,6,9,1
C033,2024-09-09,24,3,2,0
C033,2024-01-29,12,4,6,0
C033,2024-11-25,20,7,5,0
C033,2023-01-09,15,5,6,0
C033,2023-05-29,17,6,3,1
C033,2024-09-23,21,3,1,0
C033,2023-09-18,34,1,3,1
C033,2023-11-13,21,4,8,2
C033,2024-10-28,23,8,5,0
C033,2023-11-20,14,5,1,1
C033,2024-12-23,14,4,8,0
C034,2023-05-08,18,4,3,1
C034,2024-05-20,26,9,4,0
C034,2023-03-20,23,3,6,0
C034,2023-07-24,17,5,8,1
C034,2024-06-10,14,2,3,0
C034,2023-10-09,31,5,4,0
C034,2023-09-25,17,3,1,0
C034,2024-07-29,23,3,4,1
C034,2023-09-04,33,3,7,0
C034,2024-02-26,15,6,6,1
C034,2023-07-17,23,7,7,1
C034,2024-08-05,18,2,6,0
C034,2024-11-11,27,5,2,0
C034,2023-11-27,20,4,6,0
C034,2024-09-09,11,1,4,0
C034,2024-03-18,24,5,9,0
C034,2023-02-06,14,5,2,0
C034,2023-08-21,29,5,1,2
C034,2024-12-09,20,9,7,1
C034,2023-12-25,35,6,1,1
C034,2024-10-14,20,11,5,0
C034,2023-03-06,26,9,6,1
C034,2023-04-24,18,2,2,1
C034,2024-09-02,12,6,8,0
C034,2024-07-15,28,5,3,1
C034,2024-02-05,21,7,2,0
C034,2023-06-12,29,4,8,0
C034,2024-05-27,19,1,3,0
C034,2023-04-17,24,9,2,0
C034,2023-05-15,20,5,2,1
C034,2024-07-08,13,7,4,0
C034,2024-04-08,17,9,8,0
C034,2023-10-23,26,8,5,1
C034,2024-04-22,21,5,6,1
C034,2024-12-23,21,5,4,0
C034,2023-03-13,13,3,9,1
C034,2024-03-11,25,3,9,0
C034,2023-06-19,20,3,8,4
C034,2024-10-28,16,8,8,1
C034,2024-04-15,24,3,1,1
C034,2023-06-05,15,4,6,0
C034,2023-12-18,14,4,3,1
C034,2024-07-01,15,3,6,1
C034,2023-01-23,18,5,5,0
C034,2024-11-04,23,3,6,0
C034,2023-05-01,27,6,6,0
C034,2024-09-23,14,10,2,0
C034,2024-01-29,22,3,9,1
C034,2023-10-16,24,8,4,0
C034,2023-07-03,18,11,2,1
C034,2024-06-24,20,6,2,2
C034,2024-12-16,19,3,3,0
C034,2023-07-10,18,1,2,0
C034,2023-01-30,11,5,7,0
C034,2024-11-18,24,6,8,2
C034,2024-01-15,19,8,3,0
C034,2023-07-31,22,10,1,0
C034,2023-11-13,20,4,2,1
C034,2023-02-20,25,5,7,1
C034,2024-03-04,18,7,5,1
C034,2024-12-02,19,7,9,0
C034,2023-01-16,25,4,9,0
C034,2024-08-26,22,10,6,1
C034,2023-08-07,20,3,2,0
C034,2024-02-19,17,6,9,0
C034,2023-08-28,19,6,5,0
C034,2023-10-30,23,4,9,0
C034,2023-05-29,17,7,5,0
C034,2024-09-30,15,8,5,0
C034,2024-10-07,18,6,8,0
C034,2023-02-13,22,10,3,0
C034,2024-05-13,18,6,1,0
C034,2023-04-03,22,4,6,0
C034,2023-09-11,18,3,1,0
C034,2024-11-25,26,0,8,0
C034,2024-06-17,18,7,8,0
C035,2023-04-03,18,4,9,1
C035,2024-03-25,21,5,4,1
C035,2024-04-08,19,8,3,0
C035,2024-12-23,17,2,7,0
C035,2024-01-15,19,6,1,1
C035,2023-11-06,18,5,5,0
C035,2023-11-27,15,7,1,0
C035,2024-08-05,20,1,3,1
C035,2024-10-21,19,6,4,1
C035,2023-08-28,18,3,7,0
C035,2023-07-10,16,4,7,0
C035,2024-11-04,18,5,2,1
C035,2024-06-03,19,6,6,1
C035,2023-12-18,16,7,2,0
C035,2024-05-06,26,3,3,2
C035,2024-10-14,24,2,3,3
C035,2024-07-15,13,6,4,0
C035,2024-12-09,26,5,5,0
C035,2024-05-20,13,4,9,1
C035,2023-01-23,26,3,9,2
C035,2023-02-13,18,3,9,1
C035,2024-09-23,28,6,1,0
C035,2024-04-15,24,4,3,0
C035,2024-07-01,19,9,6,1
C035,2024-11-11,16,4,1,0
C035,2024-10-07,20,3,7,1
C035,2023-09-11,13,10,8,0
C035,2023-05-22,18,7,2,1
C035,2024-03-11,11,4,7,0
C035,2023-01-02,28,4,9,0
C035,2024-06-10,15,6,1,1
C036,2023-07-31,12,6,7,1
C036,2023-03-06,17,5,2,0
C036,2024-12-09,29,4,4,0
C036,2024-11-04,19,6,7,1
C036,2024-08-26,24,6,7,0
C036,2023-08-07,19,10,6,1
C036,2024-08-19,23,6,5,0
C036,2024-12-16,17,5,3,1
C036,2023-08-21,20,5,2,1
C036,2023-10-23,24,5,3,1
C036,2023-04-03,17,5,5,0
C036,2024-03-04,15,4,9,0
C036,2023-05-15,19,4,9,0
C036,2023-06-26,21,3,4,0
C036,2023-06-19,24,6,6,0
C036,2024-01-29,21,6,9,1
C036,2023-02-20,22,5,1,0
C036,2023-04-10,21,2,9,1
C036,2024-06-24,26,4,6,0
C036,2024-09-30,22,8,6,1
C036,2023-11-06,22,2,4,2
C036,2023-01-16,17,2,1,0
C036,2023-02-13,13,8,1,0
C036,2023-12-11,27,3,9,1
C036,2024-04-01,17,1,5,0
C036,2024-09-16,17,3,2,1
C036,2023-07-10,22,5,3,0
C036,2024-09-09,18,4,4,0
C036,2023-04-24,19,7,1,0
C036,2023-09-25,13,5,5,0
C036,2023-07-24,20,6,5,1
C036,2024-05-06,19,0,8,0
C036,2024-06-10,18,5,7,0
C036,2023-10-02,32,5,5,1
C036,2024-10-07,19,6,5,0
C036,2023-05-08,14,4,1,1
C036,2023-12-04,21,4,1,0
C037,2024-01-15,17,2,2,0
C037,2023-06-05,24,5,6,1
C037,2024-04-22,18,11,8,1
C037,2023-08-07,19,4,2,0
C037,2024-05-27,16,8,2,1
C037,2023-02-06,20,5,7,0
C037,2023-03-13,17,5,9,0
C037,2023-08-21,26,4,5,0
C037,2024-12-16,25,8,6,0
C037,2023-11-20,17,2,6,1
C037,2023-03-06,25,4,9,1
C037,2024-12-09,16,8,3,0
C037,2023-01-09,14,8,4,0
C037,2023-11-27,22,2,3,2
C037,2024-09-16,18,2,1,2
C037,2023-01-02,18,6,8,1
C037,2024-08-19,31,6,1,0
C037,2024-02-05,24,1,2,0
C037,2023-09-11,18,8,7,0
C037,2024-08-12,13,3,9,1
C037,2023-07-17,20,4,8,0
C037,2024-12-30,37,4,8,0
C037,2023-02-20,21,2,1,0
C037,2024-11-04,32,1,7,0
C037,2024-07-22,20,2,1,2
C037,2023-03-20,18,4,5,0
C037,2023-10-23,19,4,8,1
C037,2023-02-27,31,7,3,0
C037,2024-01-22,14,7,7,0
C037,2024-03-25,16,5,1,0
C037,2023-05-15,21,2,1,0
C037,2023-11-13,22,3,1,1
C038,2024-10-28,15,4,9,1
C038,2023-05-22,24,4,9,1
C038,2024-12-30,21,5,8,0
C038,2024-05-20,12,7,5,1
C038,2023-10-16,22,3,4,0
C038,2024-06-03,23,6,4,0
C038,2023-02-27,18,5,4,1
C038,2023-04-17,22,5,5,0
C038,2023-11-06,16,6,3,0
C038,2024-06-24,28,6,5,0
C038,2023-08-07,24,7,5,0
C038,2024-01-15,15,7,4,1
C038,2024-11-18,19,6,8,0
C038,2023-08-14,24,6,4,0
C038,2024-04-22,15,6,3,1
C038,2023-05-15,23,3,7,0
C038,2024-09-30,23,5,7,0
C038,2024-03-18,19,6,2,0
C038,2024-05-27,21,3,8,1
C038,2024-02-05,14,3,8,0
C038,2023-05-01,23,7,6,1
C038,2023-01-02,20,3,5,0
C038,2024-12-09,18,2,7,0
C038,2023-06-19,14,4,4,2
C038,2023-11-27,20,5,5,0
C038,2024-10-21,19,5,7,0
C038,2023-03-06,16,5,4,0
C038,2024-03-25,23,6,6,1
C038,2024-07-15,17,1,1,2
C038,2024-09-02,18,5,1,1
C038,2023-08-21,23,7,8,0
C038,2024-11-11,19,10,5,0
C038,2023-12-18,23,8,5,1
C038,2023-11-13,18,8,2,0
C038,2023-12-11,20,8,4,0
C038,2023-04-03,23,2,9,0
C038,2024-07-08,21,4,7,1
C038,2023-06-05,13,3,8,1
C038,2023-01-09,23,10,9,1
C038,2024-07-29,15,7,4,0
C038,2023-10-09,22,2,4,1
C038,2023-10-30,20,5,8,1
C038,2024-11-04,19,3,1,1
C038,2024-02-19,23,3,9,0
C038,2023-03-27,17,8,2,1
C038,2024-08-12,22,4,8,1
C038,2023-07-17,17,3,3,1
C038,2023-10-23,23,5,7,0
C038,2023-12-04,20,6,9,0
C038,2023-07-03,22,2,7,0
C038,2024-01-01,22,8,5,0
C038,2024-02-12,17,4,8,0
C038,2023-11-20,16,6,9,1
C038,2024-08-05,21,4,4,0
C038,2024-09-23,25,4,5,1
C038,2023-05-29,14,8,9,2
C038,2024-12-16,27,6,9,0
C038,2023-01-16,22,5,6,1
C038,2024-04-29,16,6,1,1
C038,2024-04-01,21,5,2,1
C038,2024-09-09,19,8,2,0
C038,2023-12-25,23,5,3,3
C038,2024-05-13,22,6,1,1
C038,2024-09-16,16,5,3,0
C038,2023-05-08,24,5,2,0
C038,2024-04-15,22,1,1,2
C038,2023-09-18,17,3,1,1
C039,2024-02-05,33,5,8,0
C039,2023-04-10,18,8,3,0
C039,2023-04-24,21,8,3,0
C039,2024-11-04,21,1,8,0
C039,2023-02-06,17,8,7,1
C039,2024-01-29,20,4,7,1
C039,2024-06-03,26,5,1,2
C039,2023-05-29,19,7,1,0
C039,2023-02-13,25,7,1,1
C039,2024-02-19,22,2,4,1
C039,2024-06-24,14,7,9,0
C039,2023-09-25,24,7,1,0
C039,2024-11-18,12,7,8,0
C039,2024-04-15,21,4,7,0
C039,2023-10-02,28,3,8,0
C039,2024-07-29,21,10,2,0
C039,2024-09-09,11,1,4,0
C039,2024-12-16,29,2,8,0
C039,2023-03-06,18,7,5,1
C039,2024-03-25,18,4,9,0
C039,2023-08-07,26,10,3,0
C039,2023-08-14,25,2,1,0
C039,2023-01-02,17,3,5,1
C039,2024-11-25,13,9,4,0
C039,2023-10-23,28,5,4,0
C039,2024-06-17,19,6,9,0
C039,2023-03-13,24,6,3,0
C039,2024-10-21,20,4,9,1
C039,2024-02-26,14,8,6,0
C039,2023-11-06,12,7,5,1
C039,2023-11-13,21,8,5,0
C039,2024-09-30,21,4,4,0
C039,2023-10-30,20,3,5,1
C039,2023-01-09,14,5,2,1
C039,2024-03-18,18,2,9,2
C039,2023-02-20,21,2,8,2
C039,2023-03-27,23,5,6,2
C039,2023-04-17,25,8,5,0
C039,2023-07-10,15,2,8,1
C039,2024-05-13,21,7,4,0
C039,2023-10-16,34,2,3,1
C039,2023-09-11,18,6,2,0
C039,2024-08-12,19,6,4,0
C039,2024-12-23,19,5,9,0
C039,2023-06-05,20,6,1,0
C039,2023-01-16,18,7,8,0
C039,2024-08-19,17,4,9,0
C039,2024-10-07,26,3,6,0
C039,2023-02-27,28,10,4,0
C039,2024-02-12,19,5,2,2
C039,2024-03-04,20,8,7,0
C039,2024-04-08,23,5,4,0
C039,2023-09-18,20,4,7,0
C039,2023-07-03,15,1,7,0
C039,2023-05-08,15,4,7,0
C039,2024-04-01,21,4,5,0
C039,2024-05-06,19,7,2,0
C039,2024-12-02,19,4,4,0
C039,2024-01-15,6,3,7,0
C039,2023-06-26,16,5,8,0
C039,2023-11-20,23,3,6,0
C039,2023-03-20,14,4,7,0
C039,2024-09-23,15,6,2,0
C039,2024-06-10,24,5,7,0
C039,2024-05-27,16,1,6,0
C040,2024-06-10,24,4,6,1
C040,2024-02-05,18,4,6,0
C040,2024-07-08,23,9,2,0
C040,2023-01-23,14,2,7,0
C040,2023-11-06,26,6,7,1
C040,2023-09-11,15,5,7,0
C040,2023-02-27,18,6,4,0
C040,2023-12-11,25,2,4,0
C040,2023-03-06,22,5,3,1
C040,2023-10-09,23,4,3,0
C040,2024-04-08,20,5,4,0
C040,2023-01-02,23,4,7,0
C040,2024-09-16,14,8,1,1
C040,2024-12-02,24,6,3,0
C040,2024-05-27,22,6,7,0
C040,2023-09-25,21,10,2,1
C040,2023-07-10,20,8,4,0
C040,2024-04-22,19,6,2,0
C040,2023-09-04,28,7,6,1
C040,2024-03-11,17,4,7,0
C040,2024-02-26,15,4,2,0
C040,2023-08-21,13,8,4,0
C040,2023-04-10,20,5,7,0
C040,2024-12-09,16,3,1,1
C040,2023-12-18,20,1,3,0
C040,2023-07-31,19,3,9,0
C040,2024-01-22,29,4,2,0
C040,2024-04-01,20,3,5,0
C040,2023-04-03,15,2,4,1
C040,2023-05-22,22,6,5,0
C040,2024-08-26,23,3,8,1
C040,2023-06-12,26,1,9,1
C040,2024-04-15,17,6,7,0
C040,2024-07-15,28,8,3,0
C040,2023-05-29,17,5,3,1
C040,2023-11-27,14,9,1,0
C040,2024-10-14,19,3,7,0
C040,2024-07-29,22,4,6,0
C040,2024-12-23,21,3,1,0
C040,2023-05-08,15,4,6,0
C040,2024-11-25,17,4,5,1
C040,2023-12-04,20,5,2,1
C040,2023-04-17,22,2,2,0
C040,2024-08-19,20,6,4,1
C040,2023-06-05,16,5,4,1
C040,2023-06-26,19,4,7,0
C040,2024-05-06,22,5,5,1
C040,2024-12-16,15,7,4,1
C040,2024-03-18,17,8,4,0
C040,2023-07-03,25,4,4,1
C040,2023-02-20,20,3,2,0
C040,2024-03-25,18,11,4,0
C040,2024-06-03,21,6,6,0
C040,2024-11-18,19,4,4,0
C040,2023-03-13,26,4,4,1
C040,2024-08-05,18,6,2,0
C040,2023-05-15,26,7,3,0
C040,2024-10-07,20,4,9,0
C040,2024-10-21,24,5,3,0
C040,2024-09-23,15,7,7,0
C040,2023-03-27,32,5,9,1
C040,2024-03-04,21,9,1,0
C040,2023-10-02,14,3,6,0
C040,2023-10-16,20,5,8,5
C041,2023-09-18,18,8,4,0
C041,2024-07-15,18,5,2,2
C041,2023-10-23,21,2,7,1
C041,2023-05-08,25,4,2,1
C041,2024-01-29,18,3,7,1
C041,2023-03-06,25,6,1,1
C041,2024-07-29,23,1,2,0
C041,2023-09-25,20,6,9,0
C041,2024-01-22,20,5,6,0
C041,2023-12-11,17,3,7,2
C041,2024-05-20,25,6,2,1
C041,2023-05-22,22,4,3,0
C041,2024-12-30,12,2,7,0
C041,2023-10-02,17,5,8,0
C041,2024-06-03,19,6,2,1
C041,2024-09-30,15,4,9,1
C041,2023-03-13,23,6,1,0
C041,2024-11-04,16,5,8,1
C041,2023-08-21,13,4,1,0
C041,2023-04-24,21,4,7,1
C041,2023-01-09,22,6,7,0
C041,2024-09-09,14,6,2,0
C041,2024-06-10,18,2,4,1
C041,2024-04-22,16,5,2,0
C041,2024-05-27,12,4,1,1
C041,2023-05-01,29,8,4,0
C041,2023-06-19,22,5,7,1
C041,2023-12-04,19,6,7,3
C041,2023-10-16,26,2,9,0
C041,2023-11-20,18,5,2,1
C042,2023-10-16,26,4,6,0
C042,2024-02-26,15,8,1,1
C042,2024-06-17,18,8,1,0
C042,2024-01-15,19,5,5,1
C042,2023-06-12,15,5,9,0
C042,2024-04-29,23,4,9,1
C042,2024-10-28,22,10,5,0
C042,2023-09-11,14,8,7,1
C042,2023-07-03,15,9,3,1
C042,2024-09-30,22,7,8,0
C042,2023-06-26,25,4,9,3
C042,2024-05-27,25,8,6,0
C042,2023-12-18,17,4,1,0
C042,2023-01-16,28,7,2,1
C042,2023-03-06,17,5,1,0
C042,2024-04-08,15,3,2,0
C042,2023-12-25,20,6,1,0
C042,2023-03-13,28,6,3,1
C042,2023-04-03,11,5,4,0
C042,2024-10-07,17,3,4,1
C042,2024-12-02,20,6,4,0
C042,2023-05-22,15,3,5,1
C042,2023-03-27,23,4,3,1
C042,2023-09-04,23,4,4,0
C042,2023-06-19,22,5,4,0
C042,2024-01-29,23,5,7,1
C042,2024-02-05,18,5,1,0
C042,2024-02-19,15,3,2,0
C042,2024-04-22,18,4,4,0
C042,2024-05-13,18,2,5,0
C042,2023-08-21,20,7,5,1
C042,2024-08-19,18,6,2,1
C042,2024-05-20,25,4,6,1
C042,2023-05-29,22,4,1,0
C042,2024-09-02,18,3,7,1
C042,2024-04-01,22,4,8,2
C042,2024-09-09,20,7,8,1
C042,2024-01-01,20,6,6,0
C042,2023-12-04,21,6,8,1
C042,2024-04-15,23,3,2,0
C042,2024-03-04,16,4,8,1
C042,2024-12-09,18,2,7,0
C042,2023-08-28,17,7,8,0
C043,2024-01-15,18,7,5,0
C043,2023-04-17,17,3,7,0
C043,2024-05-20,27,3,3,1
C043,2023-05-01,22,6,4,0
C043,2023-06-05,18,7,1,0
C043,2024-04-08,20,6,6,1
C043,2023-04-03,20,6,5,0
C043,2024-05-06,22,6,9,1
C043,2024-11-04,17,6,8,0
C043,2023-10-30,24,1,4,0
C043,2023-05-22,27,4,6,1
C043,2023-03-20,13,5,5,0
C043,2023-01-16,18,5,6,1
C043,2023-10-09,17,5,6,1
C043,2024-03-04,27,9,1,0
C043,2024-10-21,25,4,7,0
C043,2023-08-07,25,2,4,1
C043,2023-07-31,21,8,6,1
C043,2024-09-30,22,6,8,0
C043,2024-04-01,24,3,2,0
C043,2023-09-18,19,7,1,0
C043,2023-05-15,24,5,9,1
C043,2024-12-02,23,9,1,0
C043,2024-02-19,17,4,3,0
C043,2024-02-12,17,6,8,0
C043,2023-04-24,16,5,6,0
C043,2024-04-15,27,3,4,0
C043,2024-12-30,12,2,4,0
C043,2024-01-29,23,6,5,0
C043,2023-05-08,14,3,6,1
C043,2023-03-13,16,4,1,1
C043,2023-10-23,17,7,6,0
C043,2024-10-14,17,7,7,0
C043,2023-07-17,21,9,8,0
C043,2024-03-25,16,2,8,0
C043,2024-06-10,22,3,7,1
C043,2024-03-11,20,2,1,0
C043,2023-10-16,29,3,6,0
C043,2023-07-24,20,7,5,0
C043,2024-02-26,25,6,9,0
C043,2023-12-25,25,9,1,0
C043,2023-02-27,30,3,5,0
C043,2024-09-16,16,8,7,1
C043,2023-02-13,15,4,9,0
C043,2023-03-27,19,5,3,0
C043,2024-01-01,34,1,4,2
C043,2023-06-19,20,9,2,1
C043,2023-10-02,26,1,6,1
C043,2023-09-04,14,4,9,0
C043,2024-07-22,17,7,4,1
C043,2024-12-16,27,7,8,0
C043,2024-11-11,15,6,3,0
C043,2024-07-08,22,4,1,1
C043,2024-05-27,27,6,6,0
C043,2023-02-20,29,11,1,2
C043,2023-12-18,29,4,9,0
C043,2024-07-15,16,1,9,0
C043,2024-09-02,15,4,3,1
C043,2023-09-11,18,5,5,0
C043,2023-06-26,18,5,3,3
C043,2023-11-13,21,5,7,0
C043,2024-11-18,11,4,8,0
C043,2023-09-25,9,2,7,0
C044,2023-04-03,25,4,5,1
C044,2023-08-28,15,5,6,0
C044,2024-01-29,16,13,2,1
C044,2024-10-14,21,8,8,1
C044,2023-09-11,22,5,9,0
C044,2023-10-16,20,10,9,1
C044,2023-03-27,14,5,5,2
C044,2023-10-30,29,2,4,1
C044,2024-04-01,21,4,1,0
C044,2023-01-02,16,2,5,0
C044,2023-11-06,30,8,3,0
C044,2024-08-19,15,4,9,1
C044,2024-02-26,28,7,2,0
C044,2024-03-11,15,7,5,1
C044,2024-01-08,16,5,6,1
C044,2024-01-15,15,7,8,0
C044,2024-11-11,15,7,4,0
C044,2024-11-18,14,5,1,0
C044,2024-11-04,21,5,7,0
C044,2024-09-09,20,5,5,0
C044,2023-07-24,32,6,2,1
C044,2024-07-01,20,1,7,0
C044,2024-09-16,11,7,4,1
C044,2024-07-08,23,3,6,0
C044,2023-12-18,18,10,8,1
C044,2024-08-12,26,5,6,0
C044,2024-12-16,22,5,2,0
C044,2023-02-20,25,8,1,0
C044,2023-04-10,18,7,6,0
C044,2023-05-29,21,3,6,0
C044,2023-06-19,21,4,6,1
C044,2024-12-02,29,4,3,2
C044,2023-03-20,26,7,5,0
C044,2024-03-18,29,2,8,2
C044,2024-06-24,18,3,9,2
C044,2023-08-07,21,4,6,0
C044,2023-11-20,21,2,6,0
C044,2024-10-28,22,4,7,1
C044,2024-10-07,24,5,2,0
C044,2023-02-13,16,4,4,0
C044,2023-11-13,22,1,2,0
C044,2024-02-12,23,5,8,0
C044,2023-09-04,17,5,1,0
C044,2024-04-15,22,5,4,2
C044,2023-08-21,23,3,5,1
C044,2024-12-23,22,7,6,1
C044,2024-03-25,16,5,5,0
C044,2024-09-30,18,3,4,0
C044,2024-06-17,17,3,6,1
C044,2024-07-22,21,6,4,1
C044,2023-07-10,9,3,1,0
C044,2024-09-02,21,3,5,0
C044,2024-12-30,27,5,9,0
C044,2023-11-27,14,5,1,1
C044,2023-12-04,25,3,1,0
C044,2024-08-05,23,6,4,0
C044,2024-06-10,15,3,1,1
C044,2024-03-04,23,3,8,0
C044,2023-03-13,17,7,2,0
C044,2024-12-09,20,4,3,0
C044,2023-10-09,22,3,8,1
C044,2023-04-17,18,4,9,1
C044,2023-05-08,24,6,2,0
C044,2023-10-23,27,10,4,1
C044,2023-06-26,17,5,3,0
C044,2024-05-20,22,3,6,1
C044,2023-02-06,23,6,7,1
C044,2023-02-27,19,7,3,0
C044,2024-04-29,16,3,2,0
C044,2023-07-03,17,8,8,0
C045,2023-11-13,24,5,7,0
C045,2023-07-03,22,3,1,1
C045,2024-12-09,28,5,7,0
C045,2023-12-25,20,5,3,1
C045,2024-09-30,18,7,7,0
C045,2024-03-18,18,12,2,0
C045,2023-09-04,19,4,7,0
C045,2023-12-04,18,6,9,0
C045,2023-02-27,18,7,7,1
C045,2023-03-27,25,3,4,1
C045,2024-12-16,20,4,2,0
C045,2024-07-22,14,7,7,0
C045,2023-09-18,19,7,7,1
C045,2024-02-19,23,7,6,0
C045,2024-12-02,15,4,6,1
C045,2023-06-19,16,5,2,1
C045,2023-01-16,23,2,3,0
C045,2024-08-05,17,5,4,0
C045,2024-12-23,17,4,1,3
C045,2024-08-26,22,3,9,1
C045,2023-08-07,26,6,7,0
C045,2023-01-09,18,5,6,0
C045,2024-09-23,26,6,6,0
C045,2024-07-01,17,1,1,1
C045,2023-09-11,13,2,7,0
C045,2024-04-01,25,3,3,1
C045,2024-12-30,21,4,9,1
C045,2023-01-30,26,5,8,0
C045,2024-11-18,18,3,5,0
C045,2023-01-23,21,6,9,1
C045,2023-07-17,18,6,8,0
C045,2024-04-15,20,7,5,1
C045,2024-01-01,23,4,8,1
C045,2024-04-29,25,9,1,1
C045,2024-06-24,19,6,5,0
C045,2024-11-04,12,8,2,0
C045,2023-04-17,21,5,3,1
C045,2023-11-06,14,5,1,1
C045,2024-10-21,20,3,5,2
C045,2023-02-13,21,3,2,0
C045,2023-05-29,13,8,2,0
C045,2023-12-18,26,8,9,1
C045,2024-06-10,12,5,1,0
C045,2023-05-15,19,2,3,0
C045,2023-02-06,21,4,4,2
C045,2023-10-02,15,4,6,1
C045,2024-09-09,21,3,5,1
C045,2023-06-12,14,3,7,1
C045,2024-03-11,15,0,4,0
C045,2024-01-08,20,6,4,1
C045,2023-12-11,24,1,2,1
C045,2024-01-29,18,5,5,0
C045,2024-07-29,13,3,4,0
C045,2023-08-21,19,10,3,1
C045,2023-04-24,15,7,2,0
C045,2024-02-26,16,5,7,0
C045,2024-05-06,23,6,7,2
C045,2023-05-08,27,2,9,1
C045,2024-03-25,22,5,1,0
C045,2023-07-10,22,5,6,0
C045,2023-03-06,20,4,4,0
C045,2024-03-04,18,7,6,1
C045,2024-02-05,20,7,5,0
C045,2024-09-02,18,4,4,1
C045,2023-04-03,19,4,1,0
C045,2024-06-17,25,3,6,1
C045,2023-08-14,13,5,5,0
C045,2024-05-13,12,2,9,1
C045,2023-10-09,23,2,8,1
C045,2024-06-03,11,7,7,2
C046,2023-09-25,19,7,6,0
C046,2023-11-06,22,5,7,0
C046,2024-03-25,18,3,3,2
C046,2024-08-26,16,6,4,1
C046,2023-03-06,25,5,3,0
C046,2024-12-30,17,8,3,2
C046,2024-07-08,23,3,7,0
C046,2023-02-27,16,3,8,1
C046,2023-03-13,11,3,8,0
C046,2024-08-12,18,6,9,0
C046,2024-12-09,24,10,9,1
C046,2023-01-30,24,3,3,0
C046,2024-08-05,18,3,3,0
C046,2024-05-06,13,2,9,0
C046,2023-04-10,20,3,5,0
C046,2023-05-01,16,3,8,0
C046,2023-10-30,14,6,1,1
C046,2023-02-20,31,7,9,0
C046,2023-07-24,24,3,1,0
C046,2023-12-18,20,6,4,0
C046,2023-08-21,22,5,4,0
C046,2024-02-05,21,5,3,1
C046,2024-03-04,16,3,6,1
C046,2023-05-22,19,6,4,0
C046,2024-01-08,20,3,6,0
C046,2024-05-20,17,5,1,2
C046,2023-09-18,16,4,6,1
